Judul Berita,Text Berita,Tanggal Berita,Tag,Link
"Bertambah, 31 Orang Tewas dalam Insiden Kapal Feri Terbakar di Filipina","Korban tewas dalam insiden kapal feri terbakar di perairan Filipina bagian selatan bertambah menjadi sedikitnya 31 orang. Namun petugas penyelamat sejauh ini berhasil menyelamatkan 230 orang dari kapal feri yang terbakar itu.

Seperti dilansir AFP, Kamis (30/3/2023), kapal feri bernama MV Lady Mary Joy 3 itu sedang berlayar dari kota pelabuhan Zamboanga di Pulau Mindanao menuju ke kota Jolo di Provinsi Sulu, ketika kebakaran tiba-tiba terjadi di dekat Basilan pada Rabu (29/3) tengah malam.

Sejumlah penumpang yang panik, sebut pejabat penanggulangan bencana Nixon Alonzo, nekat melompat dari kapal ke lautan.

SCROLL TO CONTINUE WITH CONTENT

Para petugas penyelamat, termasuk dari Penjaga Pantai Filipina dan para nelayan, berhasil menyelamatkan sekitar 195 penumpang dan 35 awak kapal tersebut.

Jumlah korban tewas bertambah cepat hingga mencapai dua kali lipat, menurut Gubernur Basilan Jim Hataman-Salliman, setelah petugas menemukan 18 mayat lainnya di dalam bangkai kapal yang terbakar.

ADVERTISEMENT

Disebutkan Hataman-Salliman bahwa mayat-mayat itu ditemukan di dalam kabin dengan pendingin ruangan atau AC saat operasi pencarian dan penyelamatan dilakukan para petugas.

""Orang-orang panik karena mereka sedang tidur ketika kebakaran terjadi,"" ucap Komodor Rejard Marfe dari Penjaga Pantai Filipina, dengan mengutip keterangan saksi mata.

Simak berita selengkapnya di halaman selanjutnya.",2023-03-30 15:43:34,"Pantai Filipina, Otoritas Filipina, Salliman, Nixon Alonzo, Jim Hataman, Marfe, Basilan, pelabuhan Zamboanga, Pulau Mindanao, Provinsi Sulu",https://news.detik.com/internasional/d-6646692/bertambah-31-orang-tewas-dalam-insiden-kapal-feri-terbakar-di-filipina?pk_vid=b9277c572f02caa9175799150346444d
"Kapal Feri Terbakar Hebat di Filipina, 12 Orang Tewas dan 7 Hilang","Sebuah kapal feri yang mengangkut 250 orang dan awak terbakar hebat saat berlayar di perairan antara pulau-pulau di Filipina. Sedikitnya 12 orang tewas akibat kebakaran itu, dengan tujuh orang lainnya dilaporkan hilang.

Seperti dilansir Associated Press, Kamis (30/3/2023), Gubernur Provinsi Basilan Jim Hataman menuturkan bahwa sebagian besar penumpang yang ada di atas kapal feri bernama MV Lady Mary Joy 3 itu berhasil diselamatkan setelah kebakaran terjadi pada Rabu (29/3) tengah malam waktu setempat.

Disebutkan juga oleh Hataman bahwa banyak penumpang yang nekat melompat ke air karena panik saat kebakaran melalap kapal feri itu. Mereka dievakuasi satu per satu dari lautan oleh kapal penjaga pantai, kapal Angkatan Laut, kapal feri lainnya dan kapal nelayan yang ada di dekat lokasi kejadian.

SCROLL TO CONTINUE WITH CONTENT

Upaya pencarian dan penyelamatan masih dilanjutkan hingga Kamis (30/3) waktu setempat.

""Sejumlah penumpang terbangun dari tidur karena keributan yang disebabkan oleh kebakaran. Beberapa orang melompat dari kapal,"" tutur Hataman.

ADVERTISEMENT

Kapal feri itu tengah berlayar dari kota pelabuhan Zamboanga menuju ke kota Jolo di Provinsi Sulu ketika kebakaran tiba-tiba terjadi di dekat Basilan pada Rabu (29/3) tengah malam. Penyebab kebakaran masih diselidiki lebih lanjut oleh otoritas setempat.

Dari 12 orang yang dikonfirmasi tewas dalam insiden itu, terdapat tiga anak-anak di antaranya. Anak-anak itu diduga terpisah dari orang tua mereka saat kebakaran terjadi. Sebagian besar korban tewas akibat tenggelam dan jenazahnya ditemukan di lautan.

Simak berita selengkapnya di halaman berikutnya.

Saksikan juga 'Korea Selatan Berencana Longgarkan Visa untuk Indonesia-Filipina':

[Gambas:Video 20detik]





",2023-03-30 11:54:11,"Filipina, Angkatan Laut, Basilan, Jim Hataman, pelabuhan Zamboanga, Provinsi Sulu, Mary, Jolo",https://news.detik.com/internasional/d-6646046/kapal-feri-terbakar-hebat-di-filipina-12-orang-tewas-dan-7-hilang?pk_vid=b9277c572f02caa9175799150946444d
Beli Tiket Kapal Feri di Aplikasi Bakal Beda Harga dengan Beli Langsung,"Menteri Perhubungan Budi Karya Sumadi meminta agar masyarakat melakukan pembelian tiket penyeberangan melalui aplikasi Ferizy yang dikembangkan oleh PT ASDP Indonesia.

Hal ini dilakukan agar memudahkan masyarakat untuk membeli tiket penyeberangan. Khususnya antrean pembelian tiket ketika kepadatan terjadi pada masa mudik lebaran.

""Satu hal lagi untuk diumumkan pembelian tiket penyeberangan itu adalah melalui Ferizy,"" ujar Budi Karya dalam konferensi pers di Istana Kepresidenan, Jakarta Pusat, Jumat (24/3/2023).

SCROLL TO CONTINUE WITH CONTENT

Malah Budi Karya juga mengatakan pihaknya berencana untuk membedakan harga tiket yang dibeli lewat aplikasi dan secara langsung. Namun, rencana itu masih dibahas dan belum diputuskan.

""Kita akan manage beda harga, mereka yang pesan di online dan langsung. Tapi belum diputuskan kita lakukan diskusi lebih lanjut dengan berbagai stakeholder,"" ujar Budi Karya.

ADVERTISEMENT

Sebelumnya, Corporate Secretary PT ASDP Indonesia Ferry (Persero) Shelvy Arifin mengatakan pemudik sudah bisa membeli tiket kapal laut secara online sejak awal Maret yang lalu.

""Kami proaktif untuk terus sosialisasi kepada calon pemudik ferry agar mulai mempersiapkan perjalanan dengan kapal ferry untuk menghindari antrian. Pertama, pemudik harus sudah mulai rencanakan jadwal berangkat, minimal H-1 sudah bertiket. Saat ini sudah tidak ada penjualan tiket di pelabuhan. Jadi, pengguna jasa dapat beli tiket via website atau aplikasi Ferizy,"" ujarnya dalam keterangan tertulis, Jumat (3/3/2023) yang lalu.

Shelvy juga mengingatkan para pemudik untuk tidak membeli tiket di calo. Selain online, pemudik dapat membeli tiket di gerai retail seperti Alfamart, Indomaret, Agen BRILink, dan lainnya. Pembayaran tiketnya dapat dilakukan melalui transfer antar bank, e-wallet, gerai retail, internet banking dan lainnya.

""Ketiga, para pemudik diharapkan mengisi data diri untuk manifest dengan lengkap dan benar, jangan gunakan data diri orang lain. Pastikan data penumpang dan kendaraan tercatat, supaya terlindungi asuransi penyeberangan,"" papar Shelvy.

Shelvy menyebutkan ASDP telah membuka penjualan tiket kapal periode Angkutan Lebaran 2023 sejak 60 hari sebelumnya. Hal itu dilakukan mengingat waktu perjalanan libur yang semakin mendekat.

""Pengguna jasa khususnya di lintas Merak-Bakauheni dan Ketapang-Gilimanuk, dapat memesan tiket ferry untuk mudik Lebaran mulai dari sekarang,"" pungkas Shelvy.",2023-03-24 19:30:02,"PT ASDP Indonesia, Budi Karya, Shelvy Arifin, kapal ferry, gerai retail, Indomaret, Alfamart, Jakarta Pusat, Istana Kepresidenan, Ketapang",https://finance.detik.com/berita-ekonomi-bisnis/d-6636603/beli-tiket-kapal-feri-di-aplikasi-bakal-beda-harga-dengan-beli-langsung?pk_vid=b9277c572f02caa9175799152046444d
Santri Situbondo yang Tercebur ke Laut Saat Mudik Bareng ke Madura Selamat,"Viral di media sosial video penumpang kapal feri diduga santri Situbondo tercebur ke laut saat mudik bareng ke kepulauan Madura. Penumpang itu selamat.

Terlihat dalam video yang dipantau detikJatim pada Sabtu (18/3/2023), penumpang itu tiba-tiba saja tercebur ke laut sehingga sejumlah kru dan penumpang beniat membantu.

Untung saja penumpang santri Situbondo itu bisa berenang. Didukung ombak Selat Madura yang cukup tenang saat kejadian, yang bersangkutan tidak sampai tenggelam.

SCROLL TO CONTINUE WITH CONTENT

Penumpang yang diperkirakan masih anak-anak dan belum diketahui pasti identitasnya itu didatangi oleh sejumlah kru kapal Kemudian diberi pelampung.

Kru kapal itu berupaya menarik korban mendekat ke kapal kemudian yang bersangkutan bisa dinaikkan kembali ke atas kapal.

ADVERTISEMENT

""Alhamdulillah, anak itu selamat, tak mengalami luka,"" ujar Koordinator UPT Pelabuhan Pengampu Rayon Banyuwangi Wilayah Kerja Jangkar, Tri Wahyono kepada detikJatim, Sabtu (18/3/2023).

Tri membenarkan bahwa kapal feri yang sedang perjalanan ke kepulauan Madura itu memang mengangkut sejumlah santri Situbondo. Santri dari bergegas daerah itu sedang mudik bersama ke kepulauan Madura.

""Alhamdulillah, kapal feri Munggiyango Hulalo yang mengangkut santri saat ini sudah sandar di pelabuhan Kangean,"" kata Tri.

Tri menjelaskan lokasi jatuhnya penumpang kapal itu masih berada di sekitar perairan Situbondo. Sebab, peristiwa itu terjadi 1 jam setelah berangkat dari Pelabuhan Jangkar.

Berdasarkan data yang dihimpun detikJatim, sebelumnya ratusan santri asal Ponpes Salafiyah Syafi'iyah, Sukorejo, serta berbagai pondok pesantren di Situbondo melakukan mudik bareng pada Kamis (16/3/2023).

Para santri itu mudik bareng ke beberapa kepulauan Madura. Mereka menggunakan beberapa kapal fery yang diberangkatkan dari Pelabuhan Jangkar, Situbondo.",2023-03-18 16:26:25,"Situbondo, kepulauan Madura, Ponpes Salafiyah Syafiiyah, Pelabuhan Pengampu, Pelabuhan Jangkar, Munggiyango Hulalo, Tri, Rayon Banyuwangi Wilayah, pelabuhan Kangean, Selat Madura",https://www.detik.com/jatim/berita/d-6626137/santri-situbondo-yang-tercebur-ke-laut-saat-mudik-bareng-ke-madura-selamat
Santri Situbondo Tercebur ke Laut Saat Mudik Bareng ke Kepulauan Madura,"Video seorang penumpang kapal feri tercebur ke laut viral di medsos dan aplikasi percakapan. Kapal feri itu disebut sedang perjalanan ke Pulau Kangean.

Terlihat dalam video itu sebagaimana dipantau detikJatim pada Sabtu (18/3/2023), begitu tahu ada penumpang tercebur ke laut sejumlah orang berniat membantu.

Begitu penumpang itu tercebur, sejumlah kru kapal dan penumpang lain bahu-membahu berupaya memberikan pertolongan dengan menggunakan pelampung.

SCROLL TO CONTINUE WITH CONTENT

""Benar mas. Kapal feri Munggiyango Hulalo jurusan Jangkar ke Pulau Kangean Madura yang mengangkut santri,"" ujar Koordinator UPT Pelabuhan Pengampu Rayon Banyuwangi Wilayah Kerja Jangkar, Tri Wahyono kepada detikJatim.

Menurut Tri, lokasi jatuhnya penumpang kapal itu masih di perairan Situbondo. Sebab, peristiwa itu terjadi sekitar 1 jam setelah berangkat dari Pelabuhan Jangkar.

ADVERTISEMENT

Berdasarkan data yang dihimpun detikJatim, sebelumnya ratusan santri asal Ponpes Salafiyah Syafi'iyah, Sukorejo, serta berbagai pondok pesantren di Situbondo melakukan mudik bareng pada Kamis (16/3/2023).

Para santri itu mudik bareng ke beberapa kepulauan Madura. Mereka menggunakan beberapa kapal fery yang diberangkatkan dari Pelabuhan Jangkar, Situbondo.",2023-03-18 15:59:03,"Situbondo, Ponpes Salafiyah Syafiiyah, Pelabuhan Jangkar, kepulauan Madura, Pulau Kangean, Pelabuhan Pengampu, Munggiyango Hulalo, Rayon Banyuwangi Wilayah, Sukorejo",https://www.detik.com/jatim/berita/d-6626112/santri-situbondo-tercebur-ke-laut-saat-mudik-bareng-ke-kepulauan-madura
Akses Transportasi Tak Memadai Jadi Kendala Majukan Pariwisata Pulo Aceh,"Akses menuju Pulo Breueh, Kecamatan Pulo Aceh, Aceh Besar umumnya masih menggunakan kapal nelayan. Kapal feri yang berlayar ke pulau terluar itu disebut tidak memiliki jadwal pasti.

Pantauan detikSumut, untuk menuju ke Pulau Breueh dapat ditempuh dengan kapal nelayan dari pelabuhan lama Ulee Lheue atau Lampulo, Banda Aceh. Kapal itu membawa penumpang serta berbagai barang termasuk motor.

Perjalanan ke Pulau Breueh ditempuh dengan waktu sekitar 1 jam 30 menit. Bila cuaca bagus, kapal berlayar dengan tenang. Namun jika sedang cuaca buruk, perjalanan tergolong menantang maut.

SCROLL TO CONTINUE WITH CONTENT

Di kapal itu tidak tersedia pelampung. Akses transportasi menggunakan kapal nelayan itu dipakai warga 12 desa di Pulau Breueh karena tidak ada pilihan lain.

""Akses transportasi ke Pulau Breueh sementara masih kurang memadai, kapal waktu berangkat ke sini tidak sampai setengah jam berlabuh sudah balik lagi ke Banda Aceh,"" kata Ketua Forum Keuchik (kepala desa) Pulo Aceh Tarmizi kepada detikSumut, Rabu (15/2/2023).

ADVERTISEMENT

Menurutnya, kapal feri yang berlayar ke sana selama Januari hanya empat kali. Keberadaan kapal feri disebut sangat memudahkan warga untuk membawa hasil alam ke Banda Aceh.

Selain itu, ongkos kapal feri lebih murah dibanding bepergian menggunakan kapal nelayan. Untuk feri, biayanya yakni Rp 27 ribu/penumpang serta Rp 25.500 untuk sepeda motor.

""Kalau naik boat itu ongkos penumpang Rp 30 ribu/orang, motor Rp 25 ribu, tambah ongkos buruh di sini untuk menaikkan motor ke kapal Rp 25 ribu dan ongkos buruh buat nurunin motor di Banda Aceh Rp 25 ribu,"" jelas Keuchik Desa Gugop, Pulau Breueh itu.

Warga membawa motor dari pulau ke Banda Aceh pulang pergi harus merogoh kocek Rp 150 ribu. Menurutnya, kapal nelayan berangkat membawa penumpang dari Pulau Breueh sekitar pukul 08.00 WIB pagi dan dari Banda Aceh sekitar pukul 14.00 WIB.

""Harapan kami ke depannya bisa rutin ada kapal feri. Biar nanti kalau ada tamu yang datang ke sini bisa datang pagi pulang sore seperti di Sabang,"" ujarnya.

""Permasalahan utama di sini adalah transportasi dan pelabuhan yang belum memadai,"" lanjutnya.

Masyarakat desa Gugop sempat menyampaikan keluhan masalah transportasi itu ke Kadis Kebudayaan dan Pariwisata Aceh Almuniza Kamal. Warga di sana mengaku kesulitan membangkitkan pariwisata karena terkendala akses transportasi yang belum memadai.

Almuniza mengatakan, dirinya akan berkoordinasi dengan lembaga terkait untuk membuat akses ke Pulau Breueh sesuai harapan masyarakat. Menurutnya, akses transportasi menjadi salah satu hal utama untuk memajukan pariwisata di daerah tersebut.

""Yang utama adalah akses dari Banda Aceh ke Pulau Breueh. Itu yang butuh effort dan kerja keras kita semua,"" ujar Almuniza.",2023-02-15 09:10:42,"Pulo Aceh, Pulau Breueh, Banda Aceh, desa Gugop, Pulo Breueh, Almuniza Kamal, Aceh Besar, Ulee Lheue, Sabang",https://www.detik.com/sumut/berita/d-6569449/akses-transportasi-tak-memadai-jadi-kendala-majukan-pariwisata-pulo-aceh
"Angin Kencang dan Gelombang Tinggi, Pelabuhan Gilimanuk Ditutup","Penyeberangan di Selat Bali ditutup karena angin kencang dan gelombang tinggi. Pelabuhan Ketapang-Gilimanuk mulai ditutup 19.51 Wita untuk mengantisipasi adanya kecelakaan di Selat Bali.

""Benar ada penundaan aktivitas penyeberangan di Pelabuhan Gilimanuk akibat cuaca buruk,"" ungkap Korsatpel Balai Pelaksanaan Transportasi Darat (BPTD) Pelabuhan Gilimanuk, I Nyoman Sastrawan, Kamis (5/1/2023). ""Angin kencang hingga kurang-lebih 30 knot dan gelombang tinggi sekitar 1,5 meter.""

Sastrawan menerangkan penyeberangan di Selat Bali akan dibuka kembali saat cuaca kembali normal. Tak ada antrean kendaraan saat penutupan Pelabuhan Gilimanuk dilakukan.

SCROLL TO CONTINUE WITH CONTENT

""Saat ini situasi masih aman dan lancar dan areal parkir pelabuhan masih kondusif. Tidak ada antrean hingga mengular sampai ke jalan nasional Denpasar-Gilimanuk,"" ujar Sastrawan.

Sastrawan berharap situasi cuaca segera kembali normal agar penutupan Pelabuhan Gilimanuk tidak lama. ""Jika terus seperti ini (penutupan) kemungkinan akan ada antrean hingga ke parkir manuver Pelabuhan Gilimanuk,"" tuturnya.",2023-01-05 20:11:51,"Pelabuhan Gilimanuk, Selat Bali, Sastrawan, Wita, Pelabuhan Ketapang, Denpasar",https://www.detik.com/bali/berita/d-6500656/angin-kencang-dan-gelombang-tinggi-pelabuhan-gilimanuk-ditutup
ASDP Labuan Bajo Klaim Penumpang Memahami Buka-Tutup Pelayaran,"Manager Usaha Angkutan Sungai Danau dan Penyeberangan (ASDP) Indonesia Ferry Cabang Labuan Bajo Andri Matte mengklaim penumpang kapal feri Labuan Bajo-Sape maupun sebaliknya memaklumi sistem buka-tutup pelayaran. Apalagi saat cuaca buruk.

""Pemakai jasa memahami dengan kondisi alam ini dan kami tetap minta mereka stand by saja,"" kata Andri, Selasa (27/12/2022). Dia juga meminta para penumpang tetap menunggu di Labuan Bajo.

Andri akan menghubungi para penumpang jika kapal bisa berlayar. Namun, mayoritas penumpang memilih menunggu di pelabuhan.

SCROLL TO CONTINUE WITH CONTENT

Mengacu pada prakiraan cuaca dari Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), Andri melanjutkan, cuaca ekstrem terjadi setelah 28 Desember mendatang. ""Di atas tanggal 28 memang laporan cuaca dari BMKG memang agak parah,"" ungkapnya.

Andri berharap cuaca buruk lekas berlalu sehingga pelayaran dari Labuan Bajo-Sape maupun sebaliknya kembali normal. ""Semoga badai cepat berlalu dan kami kembali melayani masyarakat NTT dan NTB,"" ujarnya.

ADVERTISEMENT

Sebelumnya, ASDP Indonesia Ferry Cabang Labuan Bajo tidak melayani pelayaran dari Labuan Bajo-Sape pada 24 hingga 26 Desember 2022. Sebab, saat itu cuaca buruk dengan potensi gelombang tinggi perairan antara dua daerah tersebut.

Setelah ditutup tiga hari, pelayaran kapal feri rute Labuan Bajo-Sape kembali dibuka hari ini. Itu pun dengan mencari celah waktu terbaik untuk memberangkatkan kapal tersebut, yaitu pukul 04.00 Wita dini hari. Sedangkan, kapal feri sempat berlayar dari Sape ke Labuan Bajo pada 25 Desember 2022 pukul 04.00 Wita.",2022-12-27 12:28:34,"Labuan Bajo, ASDP, Sape, Andri, Badan Meteorologi, Klimatologi, BMKG, Wita, Indonesia, Sungai Danau",https://www.detik.com/bali/nusra/d-6483347/asdp-labuan-bajo-klaim-penumpang-memahami-buka-tutup-pelayaran
"Cuaca Buruk, Kapal Feri Labuan Bajo-Sape Cari Celah Waktu Berlayar","Manager Usaha Angkutan Sungai Danau dan Penyeberangan (ASDP) Indonesia Ferry Cabang Labuan Bajo Andri Matte akan memantau perubahan cuaca, khususnya angin dan ombak sebelum berlayar. Tujuannya, agar pelayaran kapal dari Labuan Bajo, Nusa Tenggara Timur (NTT), menuju Sape, Sumbawa, Nusa Tenggara Barat (NTB) tetap aman.

""Untuk jam keberangkatan kapal akan kami sesuaikan dengan kondisi alam,"" kata Andri Selasa (27/12/2022).

Sebelumnya, ASDP Indonesia Ferry Cabang Labuan Bajo tidak melayani pelayaran dari Labuan Bajo-Sape pada 24 hingga 26 Desember 2022. Sebab, saat itu cuaca buruk dengan potensi gelombang tinggi perairan antara dua daerah tersebut.

SCROLL TO CONTINUE WITH CONTENT

Setelah ditutup tiga hari, pelayaran kapal feri rute Labuan Bajo-Sape kembali dibuka hari ini. Itu pun dengan mencari celah waktu terbaik untuk memberangkatkan kapal tersebut, yaitu pukul 04.00 Wita dini hari. Sedangkan, kapal feri sempat berlayar dari Sape ke Labuan Bajo pada 25 Desember 2022 pukul 04.00 Wita.

""Dalam pelayanan kami tetap pantau kondisi alam, cuaca. Kami lihat ada celah di hari ini, jam 04.00 Wita dini hari kapal bisa berlayar dan kami koordinasi dengan nakhoda serta Syahbandar untuk kapal bisa diberangkatkan,"" ungkap Andri.

ADVERTISEMENT

ASDP Indonesia Ferry Cabang Labuan Bajo, Andri menambahkan, akan terus memantau perkembangan cuaca. ""Untuk selanjutnya kami tetap pantau kondisi alam sesuai BMKG, kalau ada celah yang aman akan kami lakukan pelayanan,"" kata Andri.",2022-12-27 11:27:32,"Labuan Bajo, Sape, ASDP, Andri, Wita, Indonesia, BMKG, Nusa Tenggara Timur, Nusa Tenggara Barat, Sungai Danau",https://www.detik.com/bali/nusra/d-6483210/cuaca-buruk-kapal-feri-labuan-bajo-sape-cari-celah-waktu-berlayar
"Urai Kepadatan Antrean, Jumlah Kapal Feri di Pelabuhan Ketapang Ditambah","Arus liburan Nataru di Pelabuhan Ketapang, Banyuwangi menuju Pelabuhan Gilimanuk, Bali terus meningkat. Kepadatan tak terelakkan di kantong parkir Pelabuhan ASDP Ketapang.

Untuk mengantisipasi agar antrean tidak meluber ke jalan, PT Indonesia Ferry ASDP menambah jumlah kapal feri yang melayani penyeberangan Jawa Bali.

General Manager ASDP Ketapang, M. Yasin mengatakan, jumlah kapal yang melayani penyeberangan ditambah dari sebelumnya 28 kapal, menjadi 29 hingga 32 kapal yang beroperasi. Penambahan kapal ini disesuaikan dengan kepadatan di Pelabuhan ASDP Ketapang.

SCROLL TO CONTINUE WITH CONTENT

""Jadi nanti ditambah untuk mengurai kepadatan di areal parkir Pelabuhan. Sebelumnya 28 kapal. Nanti kita tambah 29 atau 32 kapal yang beroperasi,"" ujarnya kepada wartawan, Jumat (23/12/2022).

Antrean di Pelabuhan Ketapang (Foto: Ardian Fanani)

Ia menyebut kepadatan penumpang yang menggunakan jasa penyeberangan Kapal Feri menuju Bali, jelang Nataru tahun ini terbilang sudah berada di atas normal.

ADVERTISEMENT

Per hari ini saja, ada 20.373 penumpang dari Pulau Jawa yang telah diseberangkan menuju Pulau Bali. Sementara jumlah kendaraan tercatat sebanyak 5.242 baik kendaraan pribadi maupun logistik.

Sedangkan dari Gilimanuk, Bali menuju Ketapang Banyuwangi tercatat ada 22.414 penumpang dengan 5.322 kendaraan.

""Penumpang dari Gilimanuk ke arah Banyuwangi memang terlihat lebih tinggi, namun tidak terlalu jomplang,"" kata Yasin.

Sementara pihaknya memprediksi, lonjakan penumpang bisa bertambah di puncak libur Natal yang akan terjadi pada Jumat (23/12/2022) malam hingga Sabtu (24/12/2022).

""Biasanya kepadatan yang dominan itu terjadi di atas pukul 21.00 WIB sampai pukul 02.00-03.00 WIB. Karena wisatawan seperti dari Malang, Surabaya kebanyakan berangkatnya siang hari,"" ucapnya.

Tak hanya itu, dalam mengantisipasi lonjakan kendaraan wisatawan ke Pulau Bali akhir pekan ini, selain menambah jumlah armada ASDP Ketapang juga memberlakukan pembelian tiket di area buffer zone. Sehingga tak perlu lagi berdesak-desakan di pelabuhan.

Untuk akses menuju Pelabuhan Ketapang, Banyuwangi, lokasi buffer zone berada di Terminal Sritanjung, Ketapang. Jika tidak berkenan membeli di buffer zone, penumpang dari arah Jember bisa menuju ke Jalan Lingkar.

""Banyak penjual tiket di kawasan jalan tersebut. Masyarakat bisa membeli tiket di situ jika tidak mau membeli di buffer zone,"" tuturnya.

Sejumlah skenario tersebut diberlakukan Pelabuhan ASDP Ketapang, Banyuwangi, guna meminimalisir potensi terjadinya kemacetan hingga ke jalan raya menjelang libur Nataru.",2022-12-23 21:30:21,"Pelabuhan Ketapang, Pelabuhan ASDP Ketapang, PT Indonesia Ferry ASDP, Pulau Bali, Ketapang Banyuwangi, Pelabuhan Gilimanuk, Yasin, Terminal Sritanjung, Pulau Jawa, Jalan Lingkar",https://www.detik.com/jatim/berita/d-6478224/urai-kepadatan-antrean-jumlah-kapal-feri-di-pelabuhan-ketapang-ditambah
